q_f,delta_jfi
0.6235468164714308,0.004247659069615328
0.0,-0.005878732342036286
0.0,-0.005351394877548432
0.5902085066380788,0.003878725223549595
0.0,-0.005082423018984206
0.0,-0.004603537467437135
0.5549352006943129,0.0035197190913028864
0.0,-0.004379239234943544
0.5407349946023843,0.0033831647031249412
0.5478030368008592,0.0034505975425012103
0.5536696449585965,0.003507373455559959
0.0,-0.004586945525268393
0.0,-0.004183221738093379
0.0,-0.0037951508999822803
0.5002376055738389,0.0030157500202444565
0.0,-0.003625843780134974
0.48744785677866975,0.002905881870757132
0.49565422024479033,0.002976057283508582
0.5027112451134843,0.0030373235906551166
0.5087404457410134,0.003090359422237121
0.5138479485922602,0.0031357993088442226
0.5181267863465662,0.003174235833678263
0.5216588093643464,0.003206221796414943
0.0,-0.004459503346860405
0.0,-0.004141318238492286
0.495884227496311,0.002978040564960316
0.4999247792773941,0.003013029349695273
0.0,-0.004115393974411741
0.0,-0.0038235501097328983
0.474595105393234,0.002798200373093307
0.47907003435183726,0.0028353898661066523
0.0,-0.0038087584182814327
0.4689771738548827,0.0027519577024934794
0.0,-0.0036678530276037513
0.0,-0.0034100880157434954
0.0,-0.0031602388357853117
0.4290568172770358,0.002436806865828367
0.0,-0.0030467116106124292
0.41959868552316304,0.002365371709553088
0.42555312705730597,0.002410207222891314
0.43083415991162777,0.0024503627324647947
0.0,-0.0031744100992002755
0.0,-0.0029539164889971214
0.4075695482098073,0.0022761817122058936
0.0,-0.0028539448956796942
0.39891514438537845,0.00221312679872554
0.0,-0.0027588816669086302
0.39048042196549604,0.0021525400396047445
0.0,-0.002668415620515341
0.0,-0.002476832080714142
0.0,-0.002291030505181535
0.0,-0.002110978095867466
0.3373667877311053,0.0017892768096164913
0.3451861334494283,0.0018408880736390243
0.0,-0.0021483962118509226
0.0,-0.0019804460738235274
0.3226816681247844,0.0016939735087789787
0.0,-0.0019196290774877722
0.0,-0.0017623006900459037
0.0,-0.0016099296180518419
0.28470032043003723,0.00145675518188626
0.29378984969957755,0.0015123583585512357
0.3021907400014415,0.0015643890436589647
0.309950334441605,0.0016130074126567973
0.0,-0.0018445505240998195
0.3034770917183832,0.0015724112857987693
0.31062533184501506,0.0016172624797622381
0.31722878543776767,0.0016591106386311116
0.0,-0.0019628137359997133
0.0,-0.0018254523931543476
0.0,-0.0016919276864360011
0.28510636078583074,0.0014592239291185694
0.29218763086446153,0.0015025053728542348
0.0,-0.0017260545606296862
0.0,-0.0016003753469931992
0.0,-0.0014782176962992999
0.26071657368524326,0.001313364803254835
0.2682008508220076,0.0013576051697413716
0.2751830934142149,0.0013992878202696568
0.2816932800171126,0.0014385157154193084
0.0,-0.0016648896908061372
0.2762946343107483,0.001405960534314521
0.28234339475710524,0.0014424525652949605
0.0,-0.0016919182019828893
0.2770631030843639,0.0014105797397415687
0.2826917790573267,0.0014445637172213477
0.2879430005992062,0.001476510067114023
0.2928377898587362,0.001506500891185536
0.0,-0.0018445993254146975
0.2876709339215271,0.0014748491429563693
0.0,-0.0017992599953720045
0.28262406177652366,0.00144415328129599
0.28719516208882934,0.0014719461550242174
0.29145984730786156,0.001498037167993127
0.29543428088880863,0.001522494205379643
0.2991336544264859,0.0015453829245474227
0.0,-0.001984601918508022
0.0,-0.0018841355759412481
0.2857284516902633,0.0014630089964532411
0.28946168085512225,0.001485793044580186
0.0,-0.0018933617254898172
0.0,-0.0017978936152540648
0.27643744656715574,0.0014068185963882485
0.0,-0.001756944107559888
0.2719416157559892,0.0013798871124511836
0.0,-0.001717357925306362
0.0,-0.001628433603097057
0.2592207482155028,0.001304576538663893
